policy_id,customer_id,policy_type,policy_start_date,policy_end_date,premium_amount,policy_status,batch_id,load_timestamp
POL00790,CUST00188,Auto,2024-02-08,2027-02-07,841.47,Active,batch_002,2026-08-02T17:51:10
POL04617,CUST00734,Home,2021-12-11,2022-12-11,4898.47,Lapsed,batch_002,2026-08-02T17:51:10
POL03605,CUST01801,Auto,2022-02-06,2025-02-05,3024.24,Active,batch_002,2026-08-02T17:51:10
POL03767,CUST01537,Health,2023-05-03,2025-05-02,4518.29,Cancelled,batch_002,2026-08-02T17:51:10
POL03860,CUST00483,Life,2026-07-17,2028-07-16,3680.95,Lapsed,batch_002,2026-08-02T17:51:10
POL02341,CUST00107,Health,2024-04-21,2027-04-21,3862.38,Cancelled,batch_002,2026-08-02T17:51:10
POL04363,CUST00504,Auto,2022-02-18,2023-02-18,4477.30,Lapsed,batch_002,2026-08-02T17:51:10
POL03579,CUST01180,Home,2024-01-22,2027-01-21,4239.57,Lapsed,batch_002,2026-08-02T17:51:10
POL03771,CUST01815,Health,2021-09-30,2023-09-30,3753.77,Active,batch_002,2026-08-02T17:51:10
POL04995,CUST00031,Auto,2026-02-26,2028-02-26,2123.73,Lapsed,batch_002,2026-08-02T17:51:10
POL02993,CUST00070,Auto,2022-09-12,2025-09-11,546.40,Active,batch_002,2026-08-02T17:51:10
POL00932,CUST00022,Auto,2022-10-22,2024-10-21,1661.26,Lapsed,batch_002,2026-08-02T17:51:10
POL02530,CUST01529,Health,2023-01-13,2024-01-13,1516.87,Lapsed,batch_002,2026-08-02T17:51:10
POL00547,CUST00120,Home,2023-05-25,2026-05-24,3160.55,Lapsed,batch_002,2026-08-02T17:51:10
POL04207,CUST00953,Life,2026-03-27,2029-03-26,1377.50,Active,batch_002,2026-08-02T17:51:10
POL03485,CUST01671,Home,2024-04-13,2026-04-13,460.75,Active,batch_002,2026-08-02T17:51:10
POL02190,CUST01349,Life,2024-11-02,2026-11-02,560.20,Lapsed,batch_002,2026-08-02T17:51:10
POL04282,CUST00053,Auto,2022-08-04,2024-08-03,3983.85,Lapsed,batch_002,2026-08-02T17:51:10
POL01303,CUST00291,Home,2026-06-17,2028-06-16,2671.54,Lapsed,batch_002,2026-08-02T17:51:10
POL01651,CUST01248,Life,2023-08-16,2026-08-15,4369.06,Lapsed,batch_002,2026-08-02T17:51:10
POL00031,CUST00323,Auto,2023-05-29,2024-05-28,1356.18,Active,batch_002,2026-08-02T17:51:10
POL04104,CUST01902,Life,2026-04-05,2028-04-04,2838.01,Lapsed,batch_002,2026-08-02T17:51:10
POL04277,CUST01035,Health,2023-02-01,2024-02-01,2550.16,Cancelled,batch_002,2026-08-02T17:51:10
POL01058,CUST00634,Auto,2024-08-18,2026-08-18,2022.13,Active,batch_002,2026-08-02T17:51:10
POL04968,CUST01462,Life,2026-05-11,2029-05-10,2924.54,Lapsed,batch_002,2026-08-02T17:51:10
POL02622,CUST00398,Health,2022-05-04,2024-05-03,1208.41,Cancelled,batch_002,2026-08-02T17:51:10
POL04260,CUST00386,Home,2024-10-27,2027-10-27,2030.68,Cancelled,batch_002,2026-08-02T17:51:10
POL03248,CUST00827,Home,2023-12-16,2024-12-15,1807.30,Cancelled,batch_002,2026-08-02T17:51:10
POL04214,CUST00622,Auto,2024-07-06,2027-07-06,3268.92,Active,batch_002,2026-08-02T17:51:10
POL02265,CUST00634,Health,2023-09-28,2026-09-27,3270.41,Cancelled,batch_002,2026-08-02T17:51:10
POL00869,CUST01602,Health,2025-01-18,2028-01-18,1255.36,Lapsed,batch_002,2026-08-02T17:51:10
POL04674,CUST01069,Life,2021-08-02,2023-08-02,3261.01,Active,batch_002,2026-08-02T17:51:10
POL03443,CUST00833,Health,2023-04-16,2024-04-15,2697.23,Cancelled,batch_002,2026-08-02T17:51:10
POL01304,CUST01336,Life,2023-07-02,2025-07-01,326.36,Active,batch_002,2026-08-02T17:51:10
POL02005,CUST00488,Home,2024-05-13,2026-05-13,1752.21,Active,batch_002,2026-08-02T17:51:10
POL01801,CUST00703,Health,2024-04-17,2027-04-17,4047.59,Lapsed,batch_002,2026-08-02T17:51:10
POL01379,CUST00072,Health,2023-07-14,2024-07-13,3697.32,Active,batch_002,2026-08-02T17:51:10
POL03518,CUST00601,Auto,2026-03-22,2027-03-22,4192.37,Lapsed,batch_002,2026-08-02T17:51:10
POL00256,CUST00444,Health,2025-03-05,2028-03-04,2514.51,Lapsed,batch_002,2026-08-02T17:51:10
POL02954,CUST00362,Health,2023-12-11,2026-12-10,1427.93,Cancelled,batch_002,2026-08-02T17:51:10
POL04495,CUST00097,Auto,2025-05-13,2027-05-13,2247.06,Lapsed,batch_002,2026-08-02T17:51:10
POL03087,CUST01509,Auto,2026-05-30,2029-05-29,1066.73,Lapsed,batch_002,2026-08-02T17:51:10
POL02294,CUST00802,Health,2023-02-04,2026-02-03,1297.73,Active,batch_002,2026-08-02T17:51:10
POL01358,CUST01262,Auto,2024-03-14,2027-03-14,2844.61,Lapsed,batch_002,2026-08-02T17:51:10
POL03763,CUST00516,Auto,2026-06-11,2028-06-10,4792.17,Cancelled,batch_002,2026-08-02T17:51:10
POL03441,CUST00190,Auto,2021-08-01,2023-08-01,1412.92,Active,batch_002,2026-08-02T17:51:10
POL03937,CUST01878,Life,2024-08-19,2025-08-19,2084.63,Lapsed,batch_002,2026-08-02T17:51:10
POL02397,CUST01288,Auto,2023-03-06,2025-03-05,2960.66,Cancelled,batch_002,2026-08-02T17:51:10
POL04230,CUST00459,Auto,2021-09-07,2023-09-07,3539.63,Lapsed,batch_002,2026-08-02T17:51:10
POL00809,CUST01653,Life,2025-07-28,2028-07-27,2514.57,Cancelled,batch_002,2026-08-02T17:51:10
POL03633,CUST01427,Auto,2025-05-25,2028-05-24,914.32,Active,batch_002,2026-08-02T17:51:10
POL01577,CUST00818,Home,2023-09-14,2025-09-13,749.39,Cancelled,batch_002,2026-08-02T17:51:10
POL00021,CUST00567,Life,2025-02-22,2027-02-22,3952.00,Lapsed,batch_002,2026-08-02T17:51:10
POL03146,CUST00841,Life,2023-10-13,2026-10-12,2681.88,Cancelled,batch_002,2026-08-02T17:51:10
POL03301,CUST01671,Auto,2021-12-02,2024-12-01,2646.49,Active,batch_002,2026-08-02T17:51:10
POL01490,CUST00533,Life,2022-12-05,2025-12-04,843.26,Lapsed,batch_002,2026-08-02T17:51:10
POL04837,CUST01642,Home,2021-10-22,2023-10-22,238.77,Active,batch_002,2026-08-02T17:51:10
POL01751,CUST00526,Health,2025-12-10,2026-12-10,1746.71,Active,batch_002,2026-08-02T17:51:10
POL00709,CUST00324,Life,2023-06-18,2024-06-17,2486.06,Lapsed,batch_002,2026-08-02T17:51:10
POL03044,CUST01521,Home,2024-07-25,2027-07-25,2290.14,Active,batch_002,2026-08-02T17:51:10
POL00756,CUST01564,Health,2025-10-02,2028-10-01,1132.73,Cancelled,batch_002,2026-08-02T17:51:10
POL04339,CUST01597,Health,2024-10-26,2025-10-26,4061.08,Cancelled,batch_002,2026-08-02T17:51:10
POL00740,CUST01627,Auto,2022-06-07,2024-06-06,486.92,Active,batch_002,2026-08-02T17:51:10
POL04431,CUST01145,Life,2026-06-13,2028-06-12,3544.21,Lapsed,batch_002,2026-08-02T17:51:10
POL04102,CUST01159,Life,2025-11-20,2027-11-20,611.72,Lapsed,batch_002,2026-08-02T17:51:10
POL01226,CUST00145,Health,2025-08-26,2027-08-26,2995.03,Cancelled,batch_002,2026-08-02T17:51:10
POL02416,CUST01558,Home,2023-12-26,2025-12-25,3502.31,Active,batch_002,2026-08-02T17:51:10
POL01202,CUST00001,Home,2024-04-30,2027-04-30,1400.82,Cancelled,batch_002,2026-08-02T17:51:10
POL03126,CUST01611,Auto,2025-04-19,2027-04-19,4102.95,Lapsed,batch_002,2026-08-02T17:51:10
POL02964,CUST00811,Auto,2022-02-11,2023-02-11,2180.25,Cancelled,batch_002,2026-08-02T17:51:10
POL02785,CUST01078,Home,2026-05-04,2027-05-04,4737.39,Active,batch_002,2026-08-02T17:51:10
POL04614,CUST00646,Health,2025-01-26,2026-01-26,2532.25,Active,batch_002,2026-08-02T17:51:10
POL02560,CUST01057,Home,2026-05-17,2027-05-17,572.56,Lapsed,batch_002,2026-08-02T17:51:10
POL03395,CUST00193,Auto,2024-04-15,2025-04-15,417.62,Lapsed,batch_002,2026-08-02T17:51:10
POL04496,CUST00588,Life,2024-08-17,2025-08-17,2145.87,Cancelled,batch_002,2026-08-02T17:51:10
POL04864,CUST00052,Health,2026-06-16,2027-06-16,3021.59,Lapsed,batch_002,2026-08-02T17:51:10
POL00192,CUST00633,Auto,2021-11-04,2022-11-04,2167.90,Active,batch_002,2026-08-02T17:51:10
POL03444,CUST00363,Auto,2022-09-08,2024-09-07,4445.79,Lapsed,batch_002,2026-08-02T17:51:10
POL01252,CUST01913,Auto,2025-03-27,2026-03-27,2151.42,Cancelled,batch_002,2026-08-02T17:51:10
POL01930,CUST01367,Health,2022-12-08,2025-12-07,3328.15,Active,batch_002,2026-08-02T17:51:10
POL01094,CUST02007,Life,2025-11-05,2028-11-04,4345.88,Cancelled,batch_002,2026-08-02T17:51:10
POL03770,CUST01273,Health,2025-12-10,2026-12-10,3351.42,Active,batch_002,2026-08-02T17:51:10
POL01184,CUST00322,Life,2026-07-25,2028-07-24,546.09,Lapsed,batch_002,2026-08-02T17:51:10
POL01803,CUST01303,Life,2022-02-16,2023-02-16,3592.30,Active,batch_002,2026-08-02T17:51:10
POL03882,CUST00179,Health,2022-04-07,2024-04-06,258.74,Active,batch_002,2026-08-02T17:51:10
POL00976,CUST00815,Home,2024-05-26,2026-05-26,453.41,Lapsed,batch_002,2026-08-02T17:51:10
POL03689,CUST00263,Home,2024-05-24,2025-05-24,460.30,Active,batch_002,2026-08-02T17:51:10
POL04118,CUST01154,Life,2025-10-22,2027-10-22,2272.34,Lapsed,batch_002,2026-08-02T17:51:10
POL04746,CUST01189,Home,2024-12-25,2027-12-25,3518.64,Lapsed,batch_002,2026-08-02T17:51:10
POL00221,CUST00958,Life,2022-07-04,2024-07-03,290.56,Lapsed,batch_002,2026-08-02T17:51:10
POL01242,CUST01769,Health,2024-10-25,2027-10-25,1007.36,Lapsed,batch_002,2026-08-02T17:51:10
POL01403,CUST00889,Home,2024-08-27,2027-08-27,658.77,Lapsed,batch_002,2026-08-02T17:51:10
POL01868,CUST01235,Life,2024-02-25,2026-02-24,331.08,Active,batch_002,2026-08-02T17:51:10
POL03863,CUST00593,Health,2025-08-05,2028-08-04,3430.28,Lapsed,batch_002,2026-08-02T17:51:10
POL04696,CUST01616,Home,2025-01-19,2028-01-19,694.86,Cancelled,batch_002,2026-08-02T17:51:10
POL00464,CUST01940,Home,2024-02-29,2026-02-28,1429.25,Active,batch_002,2026-08-02T17:51:10
POL00295,CUST01033,Home,2023-04-25,2026-04-24,3026.35,Active,batch_002,2026-08-02T17:51:10
POL03510,CUST00420,Home,2024-11-10,2027-11-10,658.15,Lapsed,batch_002,2026-08-02T17:51:10
POL02592,CUST01163,Life,2024-02-02,2025-02-01,3806.66,Lapsed,batch_002,2026-08-02T17:51:10
POL04442,CUST01908,Health,2022-10-15,2024-10-14,1187.87,Cancelled,batch_002,2026-08-02T17:51:10
POL03671,CUST01009,Health,2022-06-08,2024-06-07,2692.67,Active,batch_002,2026-08-02T17:51:10
POL00456,CUST00200,Home,2025-02-25,2026-02-25,4293.83,Cancelled,batch_002,2026-08-02T17:51:10
POL04524,CUST01758,Home,2024-09-08,2025-09-08,4314.44,Active,batch_002,2026-08-02T17:51:10
POL02299,CUST01396,Home,2023-06-21,2026-06-20,4957.83,Cancelled,batch_002,2026-08-02T17:51:10
POL03818,CUST01870,Health,2024-02-03,2027-02-02,4371.49,Cancelled,batch_002,2026-08-02T17:51:10
POL03659,CUST00106,Home,2026-01-08,2029-01-07,826.36,Cancelled,batch_002,2026-08-02T17:51:10
POL04759,CUST00566,Home,2023-10-25,2026-10-24,426.52,Active,batch_002,2026-08-02T17:51:10
POL02646,CUST00779,Auto,2022-02-11,2024-02-11,638.52,Active,batch_002,2026-08-02T17:51:10
POL02126,CUST00409,Life,2022-12-02,2025-12-01,332.15,Cancelled,batch_002,2026-08-02T17:51:10
POL00579,CUST00260,Life,2024-06-08,2027-06-08,3146.96,Active,batch_002,2026-08-02T17:51:10
