claim_id,policy_id,claim_date,claim_amount,claim_status,claim_reason,batch_id,load_timestamp
CLM007091,POL04335,2023-04-26,2115.08,Approved,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007092,POL00660,2025-07-07,15593.17,Pending,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007093,POL02964,2026-01-15,6562.59,Denied,Hit and run,batch_002,2026-08-05T00:00:00
CLM007094,POL04961,2025-02-09,11868.01,Pending,Prescription claim,batch_002,2026-08-05T00:00:00
CLM007095,POL02820,2023-09-24,8526.95,Approved,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007096,POL01525,2023-04-05,10751.87,Approved,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007097,POL03598,2023-12-22,11209.07,Pending,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007098,POL04105,2024-11-06,12561.85,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007099,POL01971,2024-12-13,14657.89,Denied,Water damage,batch_002,2026-08-05T00:00:00
CLM007100,POL01102,2025-02-22,18580.41,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007101,POL04456,2025-03-10,5547.09,Approved,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007102,POL02978,2023-11-13,12411.03,Denied,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007103,POL01603,2023-03-13,21167.08,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007104,POL02347,2025-05-24,20596.79,Approved,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007105,POL01146,2025-12-02,5513.64,Pending,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007106,POL03120,2023-11-08,24039.23,Denied,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007107,POL03203,2024-10-27,22155.08,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007108,POL03476,2025-07-31,5199.36,Approved,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007109,POL02432,2024-02-25,23790.56,Approved,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007110,POL03745,2024-02-05,10460.79,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007111,POL01427,2026-07-14,15692.62,Approved,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007112,POL01521,2024-09-29,7458.49,Approved,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007113,POL04924,2024-12-23,9979.88,Pending,Burglary,batch_002,2026-08-05T00:00:00
CLM007114,POL01698,2023-04-15,6622.10,Approved,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007115,POL03181,2023-05-11,9489.98,Pending,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007116,POL04860,2025-10-26,12811.79,Denied,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007117,POL01774,2025-05-03,9497.37,Pending,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007118,POL00025,2023-07-23,7029.77,Approved,Hit and run,batch_002,2026-08-05T00:00:00
CLM007119,POL04943,2025-10-23,23021.30,Approved,Burglary,batch_002,2026-08-05T00:00:00
CLM007120,POL01860,2023-02-04,21089.19,Denied,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007121,POL01484,2024-06-20,18695.82,Approved,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007122,POL04865,2026-07-15,2929.01,Pending,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007123,POL03954,2023-07-16,9644.21,Pending,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007124,POL02296,2024-06-19,1703.91,Denied,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007125,POL03090,2026-03-07,18596.39,Pending,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007126,POL04744,2023-10-29,2445.28,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007127,POL01396,2023-06-28,12887.72,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007128,POL01017,2024-01-16,13012.99,Approved,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007129,POL04395,2026-01-03,2943.90,Pending,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007130,POL03281,2026-04-03,16334.89,Denied,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007131,POL03672,2025-10-29,13192.93,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007132,POL04266,2023-02-13,6375.90,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007133,POL02334,2023-12-14,14582.72,Denied,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007134,POL04918,2025-08-20,1516.32,Approved,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007135,POL00873,2026-07-04,12309.28,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007136,POL04476,2026-02-24,21356.32,Denied,Burglary,batch_002,2026-08-05T00:00:00
CLM007137,POL02916,2024-10-19,12967.91,Approved,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007138,POL05078,2025-05-24,13409.98,Approved,Water damage,batch_002,2026-08-05T00:00:00
CLM007139,POL03545,2023-07-11,12363.65,Pending,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007140,POL03330,2026-03-02,21553.11,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007141,POL01640,2024-12-03,20744.35,Approved,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007142,POL03777,2024-09-06,24528.64,Denied,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007143,POL03676,2025-10-24,20467.60,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007144,POL00847,2026-01-09,10521.96,Denied,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007145,POL03363,2026-03-25,5526.17,Pending,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007146,POL00582,2023-07-08,14391.57,Approved,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007147,POL04834,2023-02-15,14560.97,Pending,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007148,POL03211,2025-01-30,13306.99,Approved,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007149,POL00388,2024-02-17,2934.33,Approved,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007150,POL04093,2023-07-11,10707.85,Denied,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007151,POL01545,2023-02-06,17420.62,Approved,Burglary,batch_002,2026-08-05T00:00:00
CLM007152,POL01818,2026-03-11,20081.65,Pending,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007153,POL03454,2025-12-21,23030.99,Approved,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007154,POL03852,2023-02-23,21538.47,Denied,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007155,POL04739,2025-09-09,1012.11,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007156,POL04933,2025-10-15,20886.37,Approved,Hit and run,batch_002,2026-08-05T00:00:00
CLM007157,POL01339,2026-04-07,15074.28,Pending,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007158,POL03044,2025-09-11,12945.62,Denied,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007159,POL01843,2025-09-03,8609.48,Denied,Fire damage,batch_002,2026-08-05T00:00:00
CLM007160,POL04897,2024-05-05,22935.02,Pending,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007161,POL01255,2026-03-03,12097.54,Denied,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007162,POL01785,2024-07-26,15133.54,Approved,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007163,POL02640,2024-10-24,19452.17,Denied,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007164,POL03588,2024-05-26,20237.18,Approved,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007165,POL01510,2023-08-02,8134.51,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007166,POL04044,2024-01-30,21704.39,Approved,Water damage,batch_002,2026-08-05T00:00:00
CLM007167,POL01493,2023-09-06,17696.04,Denied,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007168,POL00996,2025-07-22,17435.72,Denied,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007169,POL04682,2026-03-28,14996.03,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007170,POL00801,2024-01-30,20637.88,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007171,POL02062,2024-06-17,8026.64,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007172,POL03192,2023-06-05,19421.92,Pending,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007173,POL00072,2026-03-12,22379.43,Denied,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007174,POL03277,2025-05-05,13080.78,Pending,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007175,POL05094,2025-05-04,1248.92,Pending,Burglary,batch_002,2026-08-05T00:00:00
CLM007176,POL02506,2023-04-29,22060.04,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007177,POL03808,2023-06-26,15777.98,Pending,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007178,POL04608,2023-10-09,24633.26,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007179,POL01441,2024-12-30,17595.19,Denied,Prescription claim,batch_002,2026-08-05T00:00:00
CLM007180,POL01542,2025-01-24,8282.69,Approved,Burglary,batch_002,2026-08-05T00:00:00
CLM007181,POL03281,2025-12-17,12754.73,Approved,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007182,POL01768,2026-04-16,24078.48,Denied,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007183,POL03513,2024-06-24,11375.25,Denied,Fire damage,batch_002,2026-08-05T00:00:00
CLM007184,POL00992,2023-08-17,12022.66,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007185,POL00092,2026-04-21,17688.05,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007186,POL01087,2024-06-07,16296.36,Pending,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007187,POL02215,2026-07-06,2442.03,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007188,POL01881,2023-07-15,10353.69,Approved,Windshield damage,batch_002,2026-08-05T00:00:00
CLM007189,POL01923,2024-10-10,10903.60,Denied,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007190,POL00772,2024-08-29,22299.85,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007191,POL02378,2023-11-13,6784.54,Denied,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007192,POL02218,2024-11-20,3967.00,Pending,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007193,POL01289,2023-02-03,7059.81,Denied,Water damage,batch_002,2026-08-05T00:00:00
CLM007194,POL04923,2024-11-08,7760.49,Denied,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007195,POL00745,2025-09-25,3038.58,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007196,POL03489,2025-12-01,16468.51,Denied,Hit and run,batch_002,2026-08-05T00:00:00
CLM007197,POL02245,2024-12-15,300.80,Pending,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007198,POL00845,2023-08-09,7792.34,Denied,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007199,POL05088,2024-01-23,13524.88,Pending,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007200,POL01578,2026-06-30,11739.71,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007201,POL01100,2024-12-29,7572.04,Denied,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007202,POL00458,2025-01-11,12763.41,Approved,Burglary,batch_002,2026-08-05T00:00:00
CLM007203,POL00624,2025-04-06,16718.19,Approved,Water damage,batch_002,2026-08-05T00:00:00
CLM007204,POL01636,2025-12-30,8025.82,Denied,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007205,POL02189,2026-03-13,4612.84,Pending,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007206,POL01438,2023-09-14,977.29,Approved,Fire damage,batch_002,2026-08-05T00:00:00
CLM007207,POL03935,2024-04-28,9617.55,Denied,Burglary,batch_002,2026-08-05T00:00:00
CLM007208,POL04777,2024-05-27,16632.73,Denied,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007209,POL01420,2024-12-25,19406.66,Pending,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007210,POL01915,2025-01-05,5869.65,Denied,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007211,POL04659,2023-05-27,2412.34,Approved,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007212,POL04439,2026-06-09,19582.65,Approved,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007213,POL00134,2025-08-13,20910.79,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007214,POL01039,2025-08-06,7083.02,Pending,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007215,POL02409,2023-07-30,9525.81,Pending,Emergency room visit,batch_002,2026-08-05T00:00:00
CLM007216,POL04198,2023-09-24,18642.53,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007217,POL01568,2026-04-28,5119.14,Denied,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007218,POL04414,2024-02-26,15152.25,Approved,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007219,POL01710,2025-08-16,11868.73,Approved,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007220,POL04316,2023-04-24,10960.88,Pending,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007221,POL00306,2024-03-28,12742.49,Denied,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007222,POL01440,2026-03-31,7178.54,Pending,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007223,POL01447,2025-07-15,9654.60,Pending,Fire damage,batch_002,2026-08-05T00:00:00
CLM007224,POL04543,2025-11-11,8311.26,Approved,Hit and run,batch_002,2026-08-05T00:00:00
CLM007225,POL02204,2025-01-01,5184.64,Approved,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007226,POL02846,2023-06-19,24354.62,Pending,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007227,POL04285,2025-07-18,20193.32,Denied,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007228,POL02229,2025-05-04,21990.53,Denied,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007229,POL02038,2023-10-26,14276.02,Pending,Prescription claim,batch_002,2026-08-05T00:00:00
CLM007230,POL02322,2023-05-08,5317.28,Pending,Water damage,batch_002,2026-08-05T00:00:00
CLM007231,POL03853,2025-10-17,10180.95,Approved,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007232,POL03752,2024-11-07,3202.56,Pending,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007233,POL01650,2025-12-24,212.80,Pending,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007234,POL02788,2026-06-18,6921.82,Pending,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007235,POL03731,2024-12-02,5385.44,Denied,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007236,POL05002,2025-12-09,16161.90,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007237,POL04230,2025-11-09,24075.50,Denied,Hit and run,batch_002,2026-08-05T00:00:00
CLM007238,POL04826,2023-08-29,13518.46,Pending,Terminal illness claim,batch_002,2026-08-05T00:00:00
CLM007239,POL03744,2024-06-18,508.39,Pending,Water damage,batch_002,2026-08-05T00:00:00
CLM007240,POL03749,2026-01-12,17536.97,Pending,Water damage,batch_002,2026-08-05T00:00:00
CLM007241,POL03550,2026-06-29,14647.63,Approved,Theft of vehicle,batch_002,2026-08-05T00:00:00
CLM007242,POL05090,2024-12-27,11063.84,Approved,Vehicle collision,batch_002,2026-08-05T00:00:00
CLM007243,POL00216,2025-01-30,24088.01,Approved,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007244,POL02136,2023-11-10,19923.33,Pending,Burglary,batch_002,2026-08-05T00:00:00
CLM007245,POL00841,2024-03-18,8484.39,Denied,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007246,POL03432,2024-10-08,10860.16,Denied,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007247,POL02775,2023-09-17,2006.68,Pending,Hospital stay,batch_002,2026-08-05T00:00:00
CLM007248,POL03461,2025-01-07,23597.70,Pending,Water damage,batch_002,2026-08-05T00:00:00
CLM007249,POL03149,2025-03-04,12335.73,Denied,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007250,POL04612,2026-03-30,22181.78,Pending,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007251,POL01675,2023-05-19,17387.93,Denied,Accidental death claim,batch_002,2026-08-05T00:00:00
CLM007252,POL03564,2025-11-06,14429.54,Denied,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007253,POL02280,2024-04-13,8172.71,Approved,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007254,POL03351,2026-01-02,10272.36,Pending,Vandalism damage,batch_002,2026-08-05T00:00:00
CLM007255,POL01879,2026-02-25,12163.37,Denied,Water damage,batch_002,2026-08-05T00:00:00
CLM007256,POL01112,2025-03-27,20638.12,Pending,Surgery reimbursement,batch_002,2026-08-05T00:00:00
CLM007257,POL01458,2024-05-17,19905.58,Denied,Water damage,batch_002,2026-08-05T00:00:00
CLM007258,POL03864,2026-02-09,20802.83,Pending,Fallen tree damage,batch_002,2026-08-05T00:00:00
CLM007259,POL01375,2024-01-28,22497.77,Denied,Death benefit claim,batch_002,2026-08-05T00:00:00
CLM007260,POL02464,2023-07-22,21127.66,Denied,Medical procedure,batch_002,2026-08-05T00:00:00
CLM007261,POL01972,2023-03-15,8160.78,Pending,Hit and run,batch_002,2026-08-05T00:00:00
CLM007262,POL03505,2024-11-20,18639.75,Denied,Roof damage from storm,batch_002,2026-08-05T00:00:00
CLM007263,POL04213,2026-07-30,24818.64,Approved,Burglary,batch_002,2026-08-05T00:00:00
CLM007264,POL02043,2024-11-30,12980.81,Denied,Accidental death claim,batch_002,2026-08-05T00:00:00
